Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
celeste-pearl-cascade-necklace,Celeste Pearl Cascade Necklace,"<p data-start=""85"" data-end=""451"">Delicate, timeless, and effortlessly elegant—the <strong data-start=""134"" data-end=""168"">Celeste Pearl Cascade Necklace</strong> features luminous faux pearls paired with shimmering crystal drops on a fine gold-tone chain. Designed to add a subtle touch of sparkle, it's perfect for everyday wear as well as special occasions. Its graceful silhouette makes it easy to style with both western and ethnic outfits.</p>
<p data-start=""453"" data-end=""465""><strong data-start=""453"" data-end=""465"">Details:</strong></p>
<ul data-start=""466"" data-end=""641"">
<li data-start=""466"" data-end=""484"">Gold-tone finish</li>
<li data-start=""485"" data-end=""515"">Faux pearl &amp; crystal accents</li>
<li data-start=""516"" data-end=""545"">Lightweight and comfortable</li>
<li data-start=""546"" data-end=""589"">Perfect for daily wear, parties &amp; gifting</li>
<li data-start=""590"" data-end=""641"">Style with dresses, sarees, kurtas or office wear</li>
</ul>
<p data-start=""643"" data-end=""772"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""643"" data-end=""665"">Care Instructions:</strong><br>Keep away from water, perfumes, and harsh chemicals. Store in a dry pouch after use to maintain its shine.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0007.png?v=1782643070,1,"",false,,,,adults,,gold,,gold-plated,imitation-jewelry,chain; pendant,female,,,,,,kg,,120.00,active
celeste-pearl-cascade-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0009.png?v=1782643070,2,"",,,,,,,,,,,,,,,,,,,,,
amoura-beaded-heart-necklace,Amoura Beaded Heart Necklace,"<h3><strong>Product Name</strong></h3>
<p><strong>Amoura Beaded Heart Necklace</strong></p>
<h3><strong>Description</strong></h3>
<p>Delicate, elegant, and effortlessly timeless—the <strong>Amoura Beaded Heart Necklace</strong> is crafted to elevate your everyday style. Featuring a fine beaded chain and a sleek puff heart pendant, this minimalist piece adds a soft romantic touch whether worn alone or layered with your favorite necklaces.</p>
<p>Perfect for coffee dates, office wear, or special occasions, it's the kind of piece you'll reach for every day.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>
<p>✨ 18K Gold Plated</p>
</li>
<li>
<p>✨ Stainless Steel Base</p>
</li>
<li>
<p>✨ Lightweight &amp; Comfortable</p>
</li>
<li>
<p>✨ Perfect for Everyday Wear &amp; Layering</p>
</li>
</ul>
<p><strong>Care Instructions:</strong> Keep away from perfumes, and harsh chemicals to maintain its shine.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,16,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0001.png?v=1782641316,1,"",false,,,,,,,,,,,,,,,,,kg,,75.00,active
amoura-beaded-heart-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0002.png?v=1782641316,2,"",,,,,,,,,,,,,,,,,,,,,
amoura-beaded-heart-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0005.png?v=1782641316,3,"",,,,,,,,,,,,,,,,,,,,,
hollow-heart-necklace,Hollow Heart Necklace,"<p> </p>
<li data-start=""806"" data-end=""846"">Contemporary open-heart pendant design</li>
<li data-start=""847"" data-end=""897"">Delicate gold-toned chain with a polished finish</li>
<li data-start=""898"" data-end=""945"">Lightweight and comfortable for everyday wear</li>
<li data-start=""946"" data-end=""990"">Perfect for layering or wearing on its own</li>
<li data-start=""991"" data-end=""1061"">A thoughtful gift for birthdays, anniversaries, or special occasions</li>
<p> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,12,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9994.png?v=1782637820,1,"",false,,,,,,,,,,,,,,,,,kg,,60.00,active
hollow-heart-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9997.png?v=1782639951,2,"",,,,,,,,,,,,,,,,,,,,,
hollow-heart-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9999.png?v=1782640294,3,"",,,,,,,,,,,,,,,,,,,,,
radiant-heart-necklace,Radiant Heart Necklace,"<ul data-start=""915"" data-end=""1202"">
<li data-start=""915"" data-end=""977"">Elegant heart-shaped pendant with a brilliant crystal centre</li>
<li data-start=""978"" data-end=""1024"">Delicate gold-toned chain for a refined look</li>
<li data-start=""1025"" data-end=""1072"">Lightweight and comfortable for everyday wear</li>
<li data-start=""1073"" data-end=""1132"">Perfect for layering or wearing as a standalone statement</li>
<li data-start=""1133"" data-end=""1202"">Ideal for gifting on birthdays, anniversaries, or special occasions</li>
</ul>
<p data-start=""1204"" data-end=""1361""><strong data-start=""1204"" data-end=""1225"">Care Instructions</strong><br>Avoid contact with perfumes, lotions, and harsh chemicals. Store in a dry place after use to help maintain its shine and finish.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9989.png?v=1782635653,1,"",false,,,,,,,,,,,,,,,,,kg,,75.00,active
radiant-heart-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9992.png?v=1782635653,2,"",,,,,,,,,,,,,,,,,,,,,
prism-drop-choker,Prism Drop Choker,"<p data-start=""326"" data-end=""723"">Add a playful pop of colour to your jewellery collection with the <strong data-start=""392"" data-end=""413"">Prism Drop Choker</strong>. Designed with a delicate gold-toned beaded chain and adorned with vibrant bezel-set crystal drops, this necklace brings together elegance and fun in one timeless piece. Whether paired with a casual outfit or your favourite evening look, it catches the light beautifully and adds the perfect touch of sparkle.</p>
<p data-start=""725"" data-end=""862"">Its dainty silhouette makes it ideal for wearing solo as a statement piece or layered with your favourite chains for a chic, modern look.</p>
<p data-start=""864"" data-end=""876""> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9984_c40adc55-840e-4692-871a-41693bfefeab.png?v=1782634730,1,"",false,,,,adults,,gold,,,imitation-jewelry,chain; pendant,unisex,,,,,,kg,,150.00,active
prism-drop-choker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9982_9e8c36f5-6256-45d8-bedb-de8038f8fe2b.png?v=1782634730,2,"",,,,,,,,,,,,,,,,,,,,,
seabreeze-charm-choker,Seabreeze Charm Choker,"<p data-start=""788"" data-end=""800""><strong data-start=""788"" data-end=""800"">Features</strong></p>
<ul data-start=""801"" data-end=""1018"">
<li data-start=""801"" data-end=""832"">Coastal-inspired charm design</li>
<li data-start=""833"" data-end=""879"">Lightweight and comfortable for all-day wear</li>
<li data-start=""880"" data-end=""928"">Adjustable braided cord for a customizable fit</li>
<li data-start=""929"" data-end=""973"">Gold-tone charms with pastel stone accents</li>
<li data-start=""974"" data-end=""1018"">Perfect for layering or wearing on its own</li>
</ul>
<p data-start=""1020"" data-end=""1164""><strong data-start=""1020"" data-end=""1041"">Care Instructions</strong><br>Keep away from water, perfumes, lotions, and other harsh chemicals. Store in a dry place after use to maintain its finish.</p>
<p data-start=""1166"" data-end=""1303"" data-is-last-node="""" data-is-only-node="""">This style has a trendy, Pinterest-inspired aesthetic that's perfect for customers who love beachcore, vacation, and boho-chic jewellery.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9977.png?v=1782634107,1,"",false,,,,,,,,,,,,,,,,,kg,,160.00,active
seabreeze-charm-choker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9976.png?v=1782634107,2,"",,,,,,,,,,,,,,,,,,,,,
mama-me-necklace,Mama & Me Necklace,"<p> </p>
<li data-start=""485"" data-end=""511"">Premium gold-tone finish</li>
<li data-start=""512"" data-end=""551"">Elegant mother &amp; child pendant design</li>
<li data-start=""552"" data-end=""592"">Sparkling crystal and enamel detailing</li>
<li data-start=""593"" data-end=""637"">Lightweight and comfortable for daily wear</li>
<li data-start=""638"" data-end=""722"">Perfect for gifting on birthdays, Mother's Day, baby showers, or special occasion. <br><br>
</li>
<li data-start=""638"" data-end=""722"">
<strong data-start=""724"" data-end=""745"">Care Instructions</strong><br><span>Keep away from water, perfumes, and harsh chemicals. Store in a dry place after use to maintain its shine.</span>
</li>
<p> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,450.00,550.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9970.png?v=1782633573,1,"",false,,,,,,,,,,,,,,,,,kg,,95.00,active
mama-me-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9973.png?v=1782633573,2,"",,,,,,,,,,,,,,,,,,,,,
mama-me-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9987.png?v=1782635055,3,"",,,,,,,,,,,,,,,,,,,,,
solara-heart-pendent,Solara Heart Pendent,"<ul data-start=""1211"" data-end=""1402"">
<li data-start=""1211"" data-end=""1243"">✨ Elegant heart-shaped pendant</li>
<li data-start=""1244"" data-end=""1264"">💛 18K Gold Plated</li>
<li data-start=""1265"" data-end=""1306"">💎 Crystal detailing for subtle sparkle</li>
<li data-start=""1307"" data-end=""1355"">🌸 Lightweight &amp; comfortable for everyday wear</li>
<li data-start=""1356"" data-end=""1402"">🎁 Perfect for gifting and special occasions</li>
</ul>
<p data-start=""1404"" data-end=""1530""><strong data-start=""1404"" data-end=""1423"">Jewellery Care:</strong><br>Keep away from water, perfumes, and harsh chemicals. Store in a dry place after use to preserve its shine.</p>
<p data-start=""1532"" data-end=""1681"" data-is-last-node="""" data-is-only-node=""""> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9965.png?v=1782632777,1,"",false,,,,,,,,stainless-steel; gold-plated,,,,,,,,,kg,,120.00,active
solara-heart-pendent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9966.png?v=1782632777,2,"",,,,,,,,,,,,,,,,,,,,,
solara-heart-pendent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9967.png?v=1782632838,3,"",,,,,,,,,,,,,,,,,,,,,
carnival-charm-baby-size-2-2-bangles,Carnival Charm Baby Size (2.2) Bangles,"<ul data-start=""871"" data-end=""1029"">
<li data-start=""871"" data-end=""910"">These come as a stack of 6 bangles</li>
<li data-start=""871"" data-end=""910"">Gold-tone alloy with enamel detailing</li>
<li data-start=""911"" data-end=""948"">Lightweight and comfortable to wear</li>
<li data-start=""949"" data-end=""993"">Ideal for stacking or wearing individually</li>
<li data-start=""994"" data-end=""1029"">Adds a pop of color to any outfit</li>
</ul>
<p data-start=""1031"" data-end=""1052""><strong data-start=""1031"" data-end=""1052"">Care Instructions</strong></p>
<ul data-start=""1053"" data-end=""1197"">
<li data-start=""1053"" data-end=""1107"">Keep away from water, perfumes, and harsh chemicals.</li>
<li data-start=""1108"" data-end=""1141"">Store in a dry place after use.</li>
<li data-start=""1142"" data-end=""1197"">Wipe gently with a soft cloth to maintain its finish.</li>
</ul>
<p data-start=""1199"" data-end=""1321"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""1199"" data-end=""1213"">Style Tip:</strong> Pair the full stack together for a bold statement look or wear a single color to complement your outfit. 💫</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,Bracelet,bracelet,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9651.png?v=1782126844,1,"",false,,,,,bangle,multicolor,,,,,,,,,,,kg,,,active
carnival-charm-baby-size-2-2-bangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9652.png?v=1782126844,2,"",,,,,,,,,,,,,,,,,,,,,
bloom-pendent-necklace,Bloom Pendent Necklace,"<p data-start=""1109"" data-end=""1269"">✔ 18K Gold Plated<br data-start=""1126"" data-end=""1129"">✔ Waterproof &amp; Anti-Tarnish<br data-start=""1156"" data-end=""1159"">✔ Hypoallergenic &amp; Skin-Friendly<br data-start=""1191"" data-end=""1194"">✔ Lightweight for Everyday Wear<br data-start=""1225"" data-end=""1228"">✔ Elegant Floral Design with Pearl Accent</p>
<p data-start=""1271"" data-end=""1330"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""1271"" data-end=""1330"" data-is-last-node="""">A little bloom, a little pearl, and a lot of charm. 🌸✨</strong></p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,450.00,550.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/0FA9C22E-DF59-4272-A8E8-E07B7A876900.png?v=1781881572,1,"",false,,,,,,golden,,stainless-steel; gold-plated,,chain; pendant,,,,,,,kg,,,active
bloom-pendent-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/807E499F-0C82-435D-8979-07E7D96B069B.png?v=1781881572,2,"",,,,,,,,,,,,,,,,,,,,,
infinity-aura-baby-bracelet,Infinity Aura Baby Bracelet,"<p> </p>
<li data-start=""885"" data-end=""923"">Premium stainless steel construction</li>
<li data-start=""924"" data-end=""948"">18K gold-plated finish</li>
<li data-start=""949"" data-end=""976"">Waterproof &amp; anti-tarnish</li>
<li data-start=""977"" data-end=""1011"">Hypoallergenic and skin-friendly</li>
<li data-start=""1012"" data-end=""1059"">Lightweight and comfortable for everyday wear<br>Openable cuff bracelet.</li>
<li data-start=""1012"" data-end=""1059"">Fits wrist size 2.2/2.4 only</li>
<p> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,Bracelet,bracelet,true,Title,Default Title,,,,,,,,,0.0,shopify,4,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9273.png?v=1781527454,1,"",false,,,,,,golden; gold,,stainless-steel; gold-plated,,,,,,,,,kg,,150.00,active
infinity-aura-baby-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9266.png?v=1781527454,2,"",,,,,,,,,,,,,,,,,,,,,
infinity-aura-baby-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9272.png?v=1781527454,3,"",,,,,,,,,,,,,,,,,,,,,
melt-muse-necklace,Melt Muse Necklace,"<p><span>✨ 18K Gold Plated</span><br data-start=""1366"" data-end=""1369""><span>✨ Waterproof &amp; Anti-Tarnish</span><br data-start=""1396"" data-end=""1399""><span>✨ Hypoallergenic</span><br data-start=""1415"" data-end=""1418""><span>✨ Lightweight &amp; Comfortable</span><br data-start=""1445"" data-end=""1448""><span>✨ Modern Sculptural Design</span></p>",House of Yeashi,Apparel & Accessories > Jewelry,Jewellery,Jewellery,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9258.png?v=1781525358,1,"",false,,,,,,golden; gold,,gold-plated; stainless-steel,,,,,,,,,kg,,105.00,active
melt-muse-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9259.png?v=1781525358,2,"",,,,,,,,,,,,,,,,,,,,,
oreo-soulmate-charm-necklace,Dog Heart Soulmate Charm Necklace,"<p><span>✨ 18K Gold-Plated Stainless Steel</span><br data-start=""657"" data-end=""660""><span>✨ Waterproof &amp; Anti-Tarnish</span><br data-start=""687"" data-end=""690""><span>✨ Hypoallergenic &amp; Skin-Friendly</span><br data-start=""722"" data-end=""725""><span>✨ Lightweight for Everyday Wear</span><br data-start=""756"" data-end=""759""><span>✨ A Symbol of Love, Loyalty &amp; Lasting Memories</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,"",true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/9438DDFF-11B3-45C8-B98E-BD3683A219CF.png?v=1781270841,1,"",false,,,,,,golden; gold,,stainless-steel; gold-plated,,chain; pendant,,,,,,,kg,,110.00,active
oreo-soulmate-charm-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/48D92AED-037F-453B-B639-4D966D159A54.png?v=1781270841,2,"",,,,,,,,,,,,,,,,,,,,,
the-emerald-muse,The Emerald Muse,"<p data-start=""735"" data-end=""867"">Perfect for both everyday styling and special occasions, this necklace is designed to be your go-to statement of understated luxury.</p>
<p data-start=""869"" data-end=""1067"">✨ Premium Stainless Steel Base<br data-start=""899"" data-end=""902"">✨ 18K Gold Plated Finish<br data-start=""926"" data-end=""929"">✨ Emerald-Cut Green Stone Accent<br data-start=""961"" data-end=""964"">✨ Waterproof &amp; Anti-Tarnish<br data-start=""991"" data-end=""994"">✨ Hypoallergenic &amp; Skin-Friendly<br data-start=""1026"" data-end=""1029"">✨ Perfect for Layering or Wearing Solo</p>
<p data-start=""1069"" data-end=""1130""><strong data-start=""1069"" data-end=""1126"">A delicate pop of emerald wrapped in everyday luxury.</strong> 💚✨</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,"Jewellery, Necklace",true,Title,Default Title,,,,,,,,,0.0,shopify,4,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8936.png?v=1781099860,1,"",false,,,,,,golden; gold,,stainless-steel; gold-plated,,,,,,,,,kg,,,active
the-emerald-muse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8935.png?v=1781099860,2,"",,,,,,,,,,,,,,,,,,,,,
serpentina-luxe-chain,Serpentina Luxe Chain,"<p data-start=""656"" data-end=""931"">Crafted from premium stainless steel with luxurious 18K gold plating, it's waterproof, anti-tarnish, and perfect for daily wear. Whether worn alone for a minimalist look or layered with your favorite pieces, this timeless chain adds effortless sophistication to every outfit.</p>
<p data-start=""933"" data-end=""1089"">✨ 18K Gold Plated<br data-start=""950"" data-end=""953"">✨ Anti-Tarnish &amp; Waterproof<br data-start=""980"" data-end=""983"">✨ Hypoallergenic &amp; Skin-Friendly<br data-start=""1015"" data-end=""1018"">✨ Premium Stainless Steel Base<br data-start=""1048"" data-end=""1051"">✨ Perfect for Everyday Wear &amp; Layering</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,450.00,550.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8930.png?v=1781096135,1,"",false,,,,adults,,gold,,stainless-steel; gold-plated,imitation-jewelry,chain,unisex,,,,,,kg,,100.00,active
serpentina-luxe-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8931.png?v=1781096154,2,"",,,,,,,,,,,,,,,,,,,,,
golden-promise-necklace,Golden Promise Necklace,"<p><span>✨ Elegant heart-shaped pendant</span><br data-start=""1003"" data-end=""1006""><span>✨ Delicate beaded chain detailing</span><br data-start=""1039"" data-end=""1042""><span>✨ Waterproof &amp; anti-tarnish finish</span><br data-start=""1076"" data-end=""1079""><span>✨ Hypoallergenic and comfortable for daily wear</span><br data-start=""1126"" data-end=""1129""><span>✨ Perfect for gifting and layering</span></p>",House of Yeashi,Apparel & Accessories > Jewelry,Necklace,"Jewellery, Necklace",true,Title,Default Title,,,,,,,,,0.0,shopify,4,deny,manual,550.00,750.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8664.png?v=1780657654,1,"",false,,,,,,golden; gold,,,,,,,,,,,kg,,130.00,active
golden-promise-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0132.png?v=1782741763,2,"",,,,,,,,,,,,,,,,,,,,,
sea-haven-bracelet,Sea Haven Bracelet,"<p><span>✨ Beach-inspired charm design</span><br data-start=""946"" data-end=""949""><span>✨ Lightweight and comfortable fit</span><br data-start=""982"" data-end=""985""><span>✨ Waterproof &amp; anti-tarnish finish</span><br data-start=""1019"" data-end=""1022""><span>✨ Perfect for everyday wear</span><br data-start=""1049"" data-end=""1052""><span>✨ A unique statement piece for ocean lovers</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,Bracelet,bracelet,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,6501.00,750.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8656.png?v=1780657265,1,"",false,,,,,charm,golden; white,,stainless-steel; gold-plated,,,,,,,,,kg,,160.00,active
sea-haven-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8655.png?v=1780657265,2,"",,,,,,,,,,,,,,,,,,,,,
untitled-jun4_19-14-22,Untitled Jun4_19:14:22,,House of Yeashi,,"","",false,Single Bangle,550,,Set of 2 Bangles,999,,,,,,0.0,shopify,4,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
untitled-jun4_15-16-41,Untitled Jun4_15:16:41,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
moonwave-pearl-cuff,Moonwave Pearl Cuff,"<p data-start=""492"" data-end=""876"">Gracefully sculpted with flowing organic curves, the Moonwave Pearl Cuff captures the beauty of gentle ocean waves adorned with luminous pearl accents. Its open-cuff design allows for effortless wear while adding a touch of timeless elegance to your everyday style. Whether worn alone or layered with your favorite pieces, this bracelet brings a refined, luxurious finish to any look.</p>
<p data-start=""878"" data-end=""1093"">✨ Elegant open-cuff design<br data-start=""904"" data-end=""907"">✨ Delicate pearl detailing<br data-start=""933"" data-end=""936"">✨ Lightweight and comfortable for daily wear<br data-start=""980"" data-end=""983"">✨ Perfect for casual, festive, and special occasions<br data-start=""1035"" data-end=""1038"">✨ A timeless blend of modern artistry and classic charm</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"",bracelet,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,650.00,1000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8580.png?v=1780565151,1,"",false,,,,,cuff,golden; white; gold,,stainless-steel; gold-plated,,,,,,,,,kg,,150.00,active
moonwave-pearl-cuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8581.png?v=1780565151,2,"",,,,,,,,,,,,,,,,,,,,,
untitled-may30_18-28-07,Untitled May30_18:28:07,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
midnight-muse-italian-bracelet-watch,Midnight Muse Italian Bracelet Watch,"<p><span>Elevate your everyday style with the Midnight Luxe Watch, a sophisticated timepiece designed for those who appreciate understated elegance. Featuring a sleek black finish and a timeless silhouette, this watch effortlessly blends modern minimalism with luxury. Whether paired with casual outfits or evening ensembles, it adds a refined touch to every look.</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Watches,Watch,Watch,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/6EA0076D-4F33-4712-92B8-6703C8F910C2.png?v=1780144401,1,"",false,,,,adults,,,,,,,female,,,,,,kg,,450.00,active
midnight-muse-italian-bracelet-watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/04A0095E-9253-4194-9FC6-734A32A85148.png?v=1780144401,2,"",,,,,,,,,,,,,,,,,,,,,
